>0.5	>0.25	>0.075	>0.005	<0.005	w	e	a0.1-0.2
0	0	0	84	16	21.6	0.603	0.14
0	0	0	82	18	22.4	0.622	0.15
0	0	0	81	19	21.5	0.602	0.14
0	0	0	83	17	21.8	0.698	0.2
0	0	0	84	16	21.5	0.676	0.19
0	0	0	83	17	22.6	0.683	0.17
0	0	0	81	19	23.4	0.651	0.2
0	0	6	80	14	23.1	0.672	0.16
10	25	60	5	0	21.3	0.749	0.14
0	0	6	80	14	21.1	0.688	0.19
0	0	0	82	18	20.8	0.675	0.16
0	0	0	84	16	19.5	0.666	0.25
0	0	0	82	18	21	0.678	0.2
0	0	0	87	13	22.7	0.659	0.19
0	0	0	83	17	21.9	0.698	0.17
0	0	0	85	15	18.7	0.681	0.1
0	0	0	84	16	21.1	0.679	0.14
0	0	0	85	15	20.6	0.672	0.16
0	0	0	83	17	20.8	0.675	0.16
0	0	0	85	15	21.5	0.693	0.18
0	0	0	86	14	20.5	0.671	0.13
0	0	3	84	13	20.1	0.665	0.16
0	0	0	84	16	21.5	0.693	0.19
0	0	0	81	19	22	0.718	0.22
0	0	0	87	13	19.2	0.67	0.17
0	0	0	85	15	20.3	0.694	0.26
0	0	0	84	16	22.5	0.699	0.18
0	0	0	86	14	21.8	0.706	0.17
0	0	0	81	19	22	0.692	0.19
0	0	0	83	17	21.6	0.704	0.22
0	0	0	82	18	20.6	0.681	0.14
0	0	0	83	17	22	0.692	0.19
0	0	0	84	16	21	0.678	0.17
0	0	0	83	17	21.6	0.713	0.17
0	0	0	86	14	20.3	0.703	0.17
0	0	0	82	18	23.1	0.743	0.19
0	0	0	85	15	21.5	0.702	0.17
0	0	0	84	16	21	0.704	0.17
0	0	0	83	17	20.5	0.671	0.15
0	0	0	81	19	20.9	0.685	0.16
0	0	0	82	18	19.8	0.678	0.18
0	0	0	84	16	20.3	0.677	0.19
0	0	0	82	18	20.7	0.691	0.22
0	0	0	86	14	21	0.695	0.22
0	0	0	84	16	20.6	0.672	0.29
0	0	0	86	14	21.5	0.711	0.26
0	0	6	81	13	20.9	0.694	0.22
0	0	0	85	15	21	0.695	0.19
0	0	0	81	19	20.6	0.69	0.17
0	0	0	84	16	22	0.7	0.2
0	0	0	86	14	20.8	0.675	0.17
0	0	0	85	15	22.7	0.701	0.19
0	0	0	83	17	20.6	0.681	0.17
0	0	0	86	14	21.8	0.706	0.17
0	0	0	85	15	22.9	0.731	0.19
0	0	0	87	13	23.6	0.732	0.2
0	0	0	86	14	19.8	0.687	0.17
0	0	0	83	17	20.3	0.685	0.19
0	0	0	86	14	21.1	0.697	0.19
0	0	0	83	17	22.3	0.722	0.21
0	0	0	81	19	21.7	0.696	0.17
0	0	0	85	15	21.5	0.702	0.2
0	0	0	84	16	21.5	0.685	0.19
0	0	0	85	15	20.7	0.7	0.18
0	0	0	85	15	21.6	0.722	0.2
0	0	0	84	16	21.5	0.711	0.19
0	0	0	83	17	22	0.727	0.19
0	0	0	85	15	21.1	0.706	0.22
0	0	0	81	19	20.5	0.662	0.15
0	0	0	84	16	23	0.741	0.22
0	0	0	85	15	21.8	0.706	0.19
0	0	0	83	17	22.4	0.706	0.18
0	0	3.3	81.1	15.6	20.5	0.587	0.210
0	0	11.6	74.5	13.9	16.6	0.634	0.110
0	0	2.7	80.6	16.7	15.7	0.586	0.170
0	0	4.4	79.3	16.3	13.2	0.513	0.140
0	0	4	81	15	19.6	0.575	0.11
0	0	0	81	19	16.5	0.703	0.19
0	0	0	84	16	20.5	0.589	0.11
0	0	0	83	17	21.8	0.655	0.23
0	14	22	55	9	10.7	0.739	0.18
0	0	4	81	15	20.1	0.599	0.14
0	0	0	83	17	19.6	0.617	0.11
0	0	2	83	15	17.9	0.594	0.1
0	0	0	83	17	19.2	0.603	0.13
0	0	6	79	15	20.5	0.597	0.1
0	0	0	84	16	18.7	0.619	0.16
0	3	10	75	12	17.1	0.641	0.17
5	10	20	56	9	12.6	0.625	0.16
0	0	0	83	17	19	0.562	0.13
0	0	0	84	16	18.9	0.624	0.17
0	0	0	85	15	20.7	0.569	0.19
7	10	20	54	9	12.8	0.702	0.24
0	0	0	83	17	22.1	0.594	0.12
4	10	17	59	10	12.7	0.691	0.19
0	0	0	82	18	21.6	0.603	0.23
0	0	2	83	15	17.4	0.611	0.16
0	0	7	79	14	18.5	0.594	0.14
0	0	6	80	14	9.4	0.653	0.17
0	0	8	79	13	16.4	0.651	0.14
0	0	0	82	18	19.8	0.58	0.15
0	7	23	60	10	16.7	0.712	0.25
0	0	0	84	16	18.9	0.576	0.1
0	0	0	85	15	19	0.593	0.13
0	0	0	83	17	18.2	0.614	0.25
0	0	3	83	14	16.1	0.562	0.17
0	0	0	82	18	19.6	0.585	0.15
0	2	13	74	11	14	0.66	0.14
0	0	0	85	15	14.9	0.561	0.09
0	0	0	84	16	17.3	0.562	0.08
0	0	0	86	14	22.8	0.677	0.2
0	0	0	84	16	18.2	0.507	0.11
0	0	0	85	15	21.5	0.587	0.13
0	0	0	86	14	15.6	0.628	0.19
0	0	0	85	15	14.1	0.469	0.1
0	0	2	85	13	12.3	0.746	0.25
0	0	0	84	16	18	0.512	0.18
0	6	15	69	10	17.5	0.516	0.13
0	0	5	83	12	16.1	0.638	0.16
0	7	20	64	9	18.8	0.733	0.12
0	3	13	73	11	19.7	0.529	0.16
0	0	0	82	18	19.8	0.527	0.16
0	0	0	83	17	17.8	0.584	0.19
0	0	0	84	16	15.4	0.734	0.260
0	0	0	85	15	23.9	0.683	0.180
0	3	10	75	12	13.5	0.627	0.150
0	0	0	83	17	17.4	0.526	0.100
0	0	0	84	16	18.9	0.530	0.210
0	2	9	76	13	18.2	0.538	0.170
0	0	0	84	16	16.7	0.602	0.110
0	0	0	83	17	19.2	0.619	0.140
0	2	10	76	12	17.4	0.665	0.180
0	0	0	82	18	23.5	0.686	0.270
0	0	3	83	14	15.6	0.578	0.080
0	2	9	78	11	10.7	0.686	0.210
0	0	2	83	15	20.2	0.633	0.200
0	0	0	84	16	18.2	0.682	0.240
0	0	0	82	18	23.7	0.761	0.250
0	0	0	83	17	14.5	0.556	0.120
0	0	0	85	15	23.4	0.660	0.170
0	5	21	61	13	18.8	0.759	0.250
0	7	23	59	11	22.5	0.684	0.190
0	0	0	84	16	23.1	0.631	0.180
0	0	0	84	16	14	0.614	0.110
0	0	0	83	17	16.4	0.527	0.070
0	0	0	82	18	20.2	0.593	0.130
0	4	19	68	9	19.8	0.732	0.210
0	7	21	61	11	22.7	0.682	0.140
0	0	2	83	15	22.5	0.592	0.120
0	0	3	82	15	14.1	0.558	0.110
0	0	0	83	17	21.7	0.597	0.210
0	0	5	81	14	9	0.760	0.170
0	0	0	83	17	18.4	0.554	0.150
0	3	14	71	12	22.4	0.964	0.380
0	2	10	75	13	20.9	0.723	0.160
0	0	0	84	16	21.7	0.637	0.260
0	0	0	83	17	22.9	0.597	0.070
0	0	4	83	13	13	0.747	0.200
0	0	0	82	18	17.2	0.668	0.170
0	0	0	83	17	19.4	0.559	0.180
4	10	21	56	9	10.8	0.694	0.140
0	0	7	80	13	20.8	0.625	0.190
0	4	7	77	12	17.3	0.580	0.150
0	4	19	68	9	17.2	0.682	0.150
0	0	3	83	14	20.4	0.644	0.180
0	0	0	83	17	20.9	0.586	0.200
0	0	5	84	11	18.3	0.532	0.140
0	0	7.2	20.7	14.7	21.9	0.688	0.13
0	0	6.7	18.7	16.2	21.6	0.658	0.18
0	0	1.6	19.8	16	24.4	0.669	0.22
0	0	8.7	22.7	13.8	22.9	0.684	0.12
0	0	13.7	18.2	11.4	24.1	0.675	0.12
0	0	4.2	20.3	16.4	12.9	0.621	0.08
0	0	9.4	18.7	12.9	23.3	0.734	0.12
0	0	10.4	23.7	11.9	10.3	0.683	0.08
0	0	4	15.6	16.8	19.8	0.709	0.1
0	0	3.2	22.4	17.7	21.7	0.805	0.11
0	0	4.8	19.9	15.8	19.7	0.657	0.18
0	0	1.9	23.4	15.9	21.5	0.624	0.23
0	0	2.4	18.4	15.9	20.3	0.64	0.27
0	0	2.3	19.3	18.4	21.7	0.633	0.22
0	0	2.9	21.7	15.4	21.3	0.582	0.17
0	0	5.6	18.8	16.8	12.3	0.703	0.16
0	0	2.4	19.6	17.9	19	0.567	0.14
0	0	3.7	19.3	15.7	14	0.524	0.12
0	0	3.5	18.7	15.9	23.3	0.64	0.18
0	0	2.5	19.6	16.9	19.6	0.553	0.15
0	0	6.7	18.7	16.2	24.6	0.699	0.21
0	0	1.9	23.4	18.9	24.6	0.806	0.24
0	0	3.2	21.3	14.7	21.9	0.606	0.18
0	0	3.6	20.2	15.7	22.4	0.678	0.14
0	0	2.3	18.9	17.6	22.3	0.601	0.13
0	0	2.5	17.6	18.9	21.1	0.666	0.23
0	0	1.3	20.9	17.7	20.7	0.635	0.17
0	0	2.8	20.4	18.6	15.8	0.593	0.12
0	0	13.2	20.7	10.9	17.2	0.523	0.21
0	0	2.9	19.4	19.6	21.4	0.621	0.15
0	0	1.6	22.7	18.4	16.4	0.546	0.14
0	0	3.4	19.9	18.2	25.1	0.712	0.21
0	0	2	23	18.4	22.2	0.681	0.25
0	0	6.3	19.3	15.4	21.4	0.615	0.07
0	0	0	86	14	19.8	0.687	0.2
0	0	0	83	17	20.4	0.687	0.18
0	0	0	85	15	21.8	0.68	0.22
0	0	0	86	14	20.6	0.681	0.19
0	0	0	83	17	20.5	0.68	0.19
0	0	0	81	19	21.7	0.705	0.18
0	0	0	85	15	21.3	0.682	0.21
0	0	0	84	16	22.3	0.722	0.21
0	0	0	86	14	21.1	0.715	0.21
0	0	0	85	15	21.8	0.689	0.2
0	0	0	83	17	22.3	0.713	0.23
0	0	0	82	18	21.5	0.693	0.2
0	0	0	86	14	19.8	0.678	0.21
0	0	0	83	17	20.5	0.68	0.17
0	0	0	83	17	20.1	0.683	0.18
0	0	0	84	16	20.9	0.668	0.2
0	0	0	85	15	21.1	0.697	0.25
0	0	0	83	17	20.4	0.678	0.23
0	0	0	86	14	21.1	0.671	0.23
0	0	0	82	18	21.3	0.691	0.23
0	0	0	84	16	21.8	0.689	0.19
0	0	0	85	15	20.4	0.696	0.21
0	0	0	83	17	21.5	0.7	0.26
0	0	0	84	16	21.8	0.689	0.24
0	0	0	86	14	20.7	0.691	0.18
0	0	0	85	15	19.8	0.696	0.22
0	0	0	86	14	20.4	0.687	0.22
0	0	0	85	15	20.5	0.662	0.21
0	0	0	83	17	21.1	0.706	0.19
0	0	0	84	16	20.9	0.685	0.2
0	0	0	86	14	19.8	0.705	0.19
0	0	0	81	19	20.5	0.706	0.22
0	0	0	85	15	21.1	0.697	0.2
0	0	0	83	17	20.4	0.661	0.2
0	0	0	85	15	20.9	0.694	0.21
0	0	0	83	17	20.7	0.691	0.18
0	0	0	85	15	21	0.695	0.21
0	0	0	84	16	20.7	0.697	0.29
0	0	0	85	15	20.1	0.657	0.2
0	0	0	83	17	20.4	0.678	0.2
0	0	0	86	14	21.5	0.711	0.23
0	0	0	83	17	20.7	0.682	0.19
0	0	0	85	15	21.8	0.724	0.21
0	0	0	86	14	21.8	0.698	0.21
0	0	0	83	17	21.8	0.689	0.24
0	0	0	84	16	20.7	0.691	0.19
0	0	0	84	16	18.7	0.681	0.15
0	0	0	85	15	20.1	0.674	0.25
0	0	0	83	17	19.7	0.677	0.24
0	0	0	83	17	20.1	0.68	0.28
0	0	0	86	14	20.9	0.683	0.23
0	0	0	85	15	21.1	0.697	0.16
0	0	0	85	15	20.7	0.7	0.15
0	0	0	85	15	20.7	0.691	0.14
0	0	0	83	17	20.7	0.682	0.22
0	0	0	85	15	21.1	0.697	0.14
0	0	0	84	16	18.7	0.663	0.2
0	0	0	85	15	20.3	0.677	0.21
0	0	0	84	16	21.1	0.688	0.19
0	0	0	83	17	20.9	0.694	0.15
0	0	0	85	15	21.1	0.715	0.19
0	0	0	82	18	20.9	0.694	0.19
0	0	0	81	19	20.3	0.677	0.17
0	0	0	86	14	19.5	0.666	0.21
0	0	0	83	17	20.7	0.691	0.2
0	0	0	85	15	20.5	0.662	0.17
0	0	0	84	16	21.3	0.682	0.16
0	0	0	83	17	20.8	0.692	0.21
0	0	0	82	18	20.7	0.691	0.17
0	0	0	84	16	21.5	0.693	0.16
0	0	0	84	16	20.7	0.682	0.18
0	0	0	85	15	19.8	0.67	0.15
0	0	0	83	17	17.6	0.665	0.19
0	0	3	83	14	21.1	0.688	0.23
0	0	0	86	14	20.9	0.685	0.12
0	0	0	82	18	19.8	0.678	0.14
0	0	0	85	15	20.5	0.662	0.16
0	0	0	85	18	21.1	0.688	0.21
0	0	0	85	15	20.1	0.691	0.18
0	0	0	84	16	19.8	0.678	0.15
0	0	0	85	15	19.5	0.683	0.19
0	0	0	85	15	19.8	0.678	0.17
0	0	0	83	17	20.6	0.672	0.19
0	0	0	85	15	21.1	0.706	0.2
0	0	0	84	16	20.9	0.694	0.19
0	0	0	83	17	20.5	0.688	0.17
0	0	0	86	14	21.1	0.688	0.21
0	0	6	80	14	18.7	0.681	0.19
0	0	0	85	15	20.8	0.684	0.2
0	0	0	85	15	20.4	0.687	0.19
0	0	0	86	14	21.1	0.697	0.22
0	0	0	86	16	20.1	0.674	0.21
0	0	0	86	14	19.8	0.661	0.21
0	0	0	83	17	21.1	0.706	0.18
0	0	0	82	18	20.9	0.668	0.19
0	0	0	82	18	19.8	0.678	0.18
0	0	0	85	15	20.1	0.674	0.15
0	0	4.8	78.8	16.4	13.8	0.769	0.13
0	0	4.7	78.2	17.1	20.3	0.643	0.14
0	0	2.6	76.5	20.9	21.2	0.612	0.12
0	0	6.4	76.8	16.8	12.2	0.745	0.15
0	0	5.1	76.7	18.2	21.5	0.745	0.21
0	0	2.8	80.3	16.9	14.3	0.699	0.2
0	0	3.5	75.3	21.2	21.2	0.696	0.17
0	1.8	3.9	75.8	18.5	12.9	0.648	0.21
0	0	5.7	74.8	19.5	14.5	0.699	0.19
0	0	4.2	77.1	18.7	22.2	0.602	0.19
0	0	2.7	79.5	17.8	13.1	0.822	0.27
0	0	6.8	77.6	15.6	16.5	0.569	0.27
0	0	2.9	75.6	21.5	20.2	0.583	0.24
0	0	2.7	77.7	19.6	17.9	0.608	0.18
0	0	6.4	76.2	17.4	15.8	0.79	0.19
0	0	5	77.8	17.2	18.3	0.605	0.25
0	0	4.5	76.8	18.7	23	0.703	0.21
0	0	4.8	74.3	20.9	12	0.68	0.13
0	8	11.3	63.6	17.1	9.1	0.812	0.17
0	2.8	5.5	71.7	20	14.1	0.683	0.18
0	0	8	72.1	19.9	15.3	0.596	0.21
0	0	0	0	0	20.5	0.593	0.19
0	8	10	63.8	18.2	8.1	0.476	0.18
0	5.5	13.8	63.9	16.8	12.8	0.817	0.15
5.5	18.9	68.8	6.8	0	21.7	0.617	0.29
0	0	5.0	75.5	19.5	22	0.681	0.18
0	0	0	86	14	18.7	0.698	0.22
0	0	0	83	17	20.5	0.68	0.19
0	0	0	86	14	20.7	0.7	0.22
0	0	0	84	16	21.1	0.688	0.2
0	0	0	85	15	19.3	0.68	0.2
0	0	0	84	16	20.1	0.683	0.22
0	0	0	81	19	21.2	0.672	0.21
0	0	0	85	15	23.1	0.725	0.19
0	0	0	83	17	22.7	0.737	0.2
0	0	0	85	15	20.1	0.709	0.21
0	0	0	83	17	20.8	0.666	0.19
0	0	0	84	16	23	0.723	0.17
0	0	0	83	17	23.1	0.734	0.25
0	0	0	86	14	18.7	0.726	0.21
0	0	0	86	85	19.2	0.697	0.22
0	0	0	81	19	23	0.732	0.19
0	0	0	85	15	22.1	0.695	0.17
0	0	0	85	15	20.3	0.685	0.16
0	0	6	80	14	18.3	0.643	0.16
0	0	0	84	16	19.3	0.698	0.19
0	0	0	86	14	20.3	0.904	0.22
0	0	0	84	16	23.1	0.78	0.22
0	0	6	81	13	22.4	0.706	0.21
0	0	0	85	15	20.1	0.632	0.18
0	0	0	82	18	21.2	0.672	0.21
0	0	0	86	14	19.3	0.68	0.2
0	0	0	85	15	20.3	0.677	0.22
0	0	6	81	13	21.2	0.674	0.16
0	0	0	83	17	20.8	0.701	0.26
0	0	0	87	13	19.5	0.692	0.19
0	0	0	81	19	20.3	0.768	0.23
0	0	0	85	15	22.7	0.728	0.18
0	0	0	82	18	19.5	0.674	0.23
0	0	0	84	16	19.2	0.661	0.2
0	0	1.7	85.1	13.2	20.2	0.656	0.269
0	0	25.1	68.1	6.8	22.2	0.889	0.350
0	0	1.3	80.5	18.2	23.8	0.741	0.370
0	1.3	6.7	72	20.0	22.5	0.621	0.331
0	0	1.0	85.5	13.5	18.3	0.581	0.251
0	0	2.0	84.9	13.1	21.6	0.625	0.189
0	0	9.0	81.1	9.9	23.9	0.666	0.215
0	0	0.7	84.4	14.9	20.5	0.660	0.282
0	0	5.7	82.9	11.4	21.2	0.808	0.502
0	1.3	6.7	68.6	23.4	22.4	0.620	0.294
0	0	1.3	77.2	21.5	24.8	0.802	0.432
0	0	0.3	86.6	13.1	24.8	0.737	0.230
0	0	1.0	84.2	14.8	22.2	0.666	0.263
0	0	9.0	71.1	19.9	21.8	0.731	0.442
0	0	0.7	82.8	16.5	20.5	0.694	0.328
0	0	5.3	74.8	19.9	27.2	0.734	0.195
0	0	1.0	84.1	14.9	22.8	0.641	0.279
0	0	1.0	84.2	14.8	20.4	0.642	0.281
0	0	3.3	81.9	14.8	21.4	0.746	0.338
0	1.7	7.9	64.5	25.9	17.7	0.605	0.346
0	0	1.7	81.8	16.5	21.2	0.628	0.270
0	0	15.7	78	6.3	20.9	0.848	0.493
0	0	1.0	85.9	13.1	21.1	0.694	0.296
0	6.0	11.7	60.7	21.6	19.2	0.601	0.350
0	0	1.3	85.5	13.2	20.2	0.673	0.383
0	0	7.0	84.7	8.3	24.3	0.911	0.333
0	0	4.3	85.9	9.8	24.6	0.933	0.565
0	0	13.0	77.1	9.9	22.2	0.758	0.262
0	0	0.7	86.2	13.1	23.2	0.680	0.326
0	0	0.7	85.9	13.4	18.4	0.614	0.258
0	0	8.0	88.6	3.4	21.3	0.724	0.414
0	0	0.3	90	9.7	23.4	0.674	0.228
0	0	1.7	80.1	18.2	23.6	0.669	0.303
0	0	4.7	85.4	9.9	19.8	0.586	0.163
0	3.0	5.7	66.2	25.1	21.8	0.740	0.545
0	0	1.0	71.9	27.1	22.2	0.701	0.154
0	0	1.3	78.8	19.9	22.6	0.672	0.285
0	1.0	4.3	76.3	18.4	18.8	0.565	0.263
0	0	0.3	83.1	16.6	20.4	0.642	0.273
0	0	2.0	83.1	14.9	23.0	0.703	0.358
0	0	1.0	89.6	9.4	23.2	0.769	0.448
3.1	1.4	6.5	68.4	20.6	22.7	0.690	0.436
0	0	1.0	85.7	13.3	18.9	0.605	0.315
0	1.0	11.3	72.9	14.8	22.0	0.790	0.559
0	0	0.3	83.2	16.5	22.8	0.674	0.330
0	0	0.7	89.4	9.9	21.4	0.753	0.442
0	0	2.0	83	15.0	22.6	0.689	0.368
0	0	0.7	81.1	18.2	21.8	0.731	0.404
0	0	1.0	85.6	13.4	19.6	0.656	0.284
0	0	0.3	83	16.7	23.6	0.685	0.333
0	0.7	2.0	85.7	11.6	22.7	0.725	0.182
0	0	1.0	85.7	13.3	21.0	0.675	0.298
0	0	1.0	84	15.0	18.8	0.645	0.317
0	0	0.7	84.2	15.1	20.7	0.680	0.335
0	0	0.7	89.5	9.8	24.0	0.717	0.253
0	0	3.0	78.9	18.1	24.4	0.806	0.393
0	0	0.7	85.9	13.4	21.0	0.675	0.356
0	0	10.0	68.2	21.8	22.0	0.752	0.450
0	0	0.7	79.4	19.9	26.2	0.784	0.370
0	0	1.3	81.9	16.8	20.1	0.671	0.295
0	2.7	24.3	66.5	6.5	18.7	0.669	0.282
0	0	0.7	82.8	16.5	23.1	0.662	0.344
0	0	0.7	87.6	11.7	19.8	0.642	0.289
0	0	1.7	83.2	15.1	22.2	0.686	0.295
0	0	1.7	85.2	13.1	18.2	0.564	0.239
0	0	5.0	91.6	3.4	20.6	0.636	0.299
0	0	2.7	85.8	11.5	23.2	0.724	0.245
0	0	1.7	81.6	16.7	23.0	0.721	0.362
0	0	7.7	72.4	19.9	20.6	0.723	0.406
0	0	1.0	87.4	11.6	22.3	0.668	0.255
0	0	2.7	87.4	9.9	23.2	0.715	0.314
3.7	2.7	13.3	71.8	8.5	14.0	0.533	0.381
0	0	1.0	87.3	11.7	18.5	0.632	0.276
0	0	13.0	82.4	4.6	20.0	0.696	0.320
0	2.0	14.3	73.9	9.8	22.6	0.783	0.352
0	0	7.7	79.3	13.0	22.3	0.685	0.405
0	2.0	18.7	72.7	6.6	17.2	0.559	0.228
0	0	2.7	84.1	13.2	22.9	0.756	0.292
0	0	1.3	83.8	14.9	20.2	0.656	0.383
0	0	2.3	84.4	13.3	20.7	0.646	0.217
0	0	4.0	91.2	4.8	23.1	0.819	0.261
0	0	0.7	86.2	13.1	25.4	0.701	0.199
0	0	0.7	81.1	18.2	24.1	0.692	0.374
0	1.7	12.1	76.1	10.1	19.8	0.667	0.385
0	0	1.0	82.5	16.5	16.8	0.593	0.245
0	0	10.0	85.7	4.3	17.2	0.606	0.240
0	0	10.0	78.4	11.6	24.2	0.931	0.500
0	0	7.7	75.7	16.6	18.9	0.589	0.400
0	0	2.7	80.8	16.5	21.5	0.640	0.275
0	0	0.7	87.7	11.6	20.2	0.639	0.259
0	0	6.3	82.2	11.5	23.1	0.796	0.318
2.7	10.7	19.0	55.9	11.7	16.8	0.531	0.215
0	0	1.3	87.2	11.5	20.0	0.636	0.262
0	1.7	9.7	78.7	9.9	22.1	0.657	0.208
0	0	1.3	87.2	11.5	20.0	0.612	0.261
0	0	2.0	81.5	16.5	20.0	0.596	0.251
0	0	4.7	83.7	11.6	20.2	0.690	0.255
0	0	1.0	87.5	11.5	24.8	0.786	0.328
0	0	25.0	66.6	8.4	22.0	0.692	0.188
0	0	1.0	85.5	13.5	19.1	0.592	0.330
0	0	4.7	92	3.3	23.0	0.739	0.549
0	0	11.7	70.1	18.2	22.8	0.736	0.317
0	0	7.7	83.9	8.4	22.5	0.820	0.436
0	0	12.0	79.7	8.3	22.4	0.652	0.512
0	0	1.0	82.5	16.5	20.3	0.608	0.262
0	0	28.3	61.8	9.9	15.0	0.524	0.167
0	0	0.7	82.5	16.8	17.4	0.585	0.294
0	0	2.0	84.9	13.1	24.4	0.829	0.305
0	0	6.3	70.3	23.4	21.4	0.623	0.310
0	0	0.7	87.8	11.5	19.8	0.642	0.325
0	0	2.0	83.2	14.8	23.2	0.788	0.328
0	0	1.7	88.4	9.9	23.0	0.706	0.246
0	0	1.7	88.4	9.9	22.3	0.653	0.172
0	0	8.5	79.5	12.0	19.2	0.609	0.201
0	0	1.0	82.4	16.6	18.4	0.590	0.306
0	0	13.0	77	10.0	25.0	0.910	0.429
0	4.0	13.1	70.1	12.8	19.6	0.591	0.317
0	0	1.3	82.1	16.6	18.6	0.659	0.288
0	0	0.3	93.1	6.6	26.9	0.918	0.357
0	0	1.4	84.9	13.7	19.6	0.606	0.260
0	0	2.7	84.2	13.1	20.1	0.680	0.330
0	0	12.7	72.3	15.0	22.5	0.664	0.245
0	0	3.8	82.8	13.4	20.6	0.604	0.233
0	0	0.7	86	13.3	20.7	0.613	0.222
0	0	1.0	80.8	18.2	20.6	0.661	0.322
0	0	0.7	81	18.3	23.7	0.670	0.320
2.4	2.8	10.4	72.4	12.0	18.2	0.588	0.238
0	1.7	15.0	73.5	9.8	18.2	0.598	0.180
0	0	7.7	67.3	25.0	25.1	0.806	0.455
0	0	0.7	79.4	19.9	24.0	0.674	0.417
0	0	1.0	80.7	18.3	20.1	0.638	0.254
0	0	1.0	84.2	14.8	24.3	0.795	0.475
0	0	5.7	79.4	14.9	22.1	0.624	0.271
0	0	1.3	82.2	16.5	21.6	0.658	0.391
0	0	2.0	88.7	9.3	19.6	0.673	0.241
0	0	8.3	70.1	21.6	20.0	0.662	0.387
0	0	2.7	79.1	18.2	20.2	0.607	0.164
0	0	0.7	82.7	16.6	21.4	0.655	0.340
0	0	0.3	86.4	13.3	21.0	0.594	0.419
0	0	1.7	85.2	13.1	22.7	0.744	0.345
0	0	0.7	87.7	11.6	24.1	0.669	0.351
0	0	1.3	87.3	11.4	18.8	0.588	0.250
0	0	6.1	82.2	11.7	21.8	0.636	0.171
0	0	1.3	88.8	9.9	22.9	0.728	0.396
0	12.8	11.7	52	23.5	18.8	0.580	0.332
0	0	2.7	79.1	18.2	25.2	0.734	0.320
0	0	0.3	86.4	13.3	21.4	0.609	0.288
0	0	1.7	76.7	21.6	21.0	0.642	0.272
0	0	0.3	84.7	15.0	22.5	0.670	0.224
0	0	0.7	84.4	14.9	21.0	0.702	0.310
0	0	0.7	84.3	15.0	23.8	0.714	0.331
0	0	1.3	82.1	16.6	20.2	0.656	0.325
0	4.0	20.0	62.7	13.3	21.0	0.713	0.326
0	0	1.0	80.4	18.6	20.5	0.686	0.337
0	0	3.3	90.2	6.5	21.8	0.695	0.375
0	0	3.3	88.5	8.2	23.5	0.764	0.191
0	0	0.7	89.4	9.9	19.7	0.632	0.223
0	0	9.3	80.7	10.0	16.6	0.686	0.234
0	0	1.3	87.2	11.5	23.9	0.869	0.404
0	0	1.3	83.7	15.0	19.9	0.695	0.430
0	0	5.0	81.9	13.1	20.9	0.632	0.240
0	0	4.7	77.1	18.2	20.1	0.621	0.337
0	0	3.7	76.3	20.0	20.8	0.601	0.210
0	0	0.3	84.7	15.0	20.4	0.611	0.215
0	0	0.3	83.1	16.6	20.2	0.631	0.181
0	0	1.3	85.6	13.1	20.6	0.653	0.280
0	0	3.3	93.3	3.4	20.8	0.726	0.408
0	0	3.7	81.4	14.9	21.4	0.655	0.270
0	0	1.7	83.5	14.8	23.7	0.740	0.447
0	0	7.7	87.5	4.8	22.2	0.675	0.319
0	0	0.3	83.4	16.3	27.8	0.788	0.249
0	0	1.3	83.9	14.8	19.7	0.674	0.334
0	0	3.0	83.9	13.1	20.0	0.620	0.296
0	0	9.7	77	13.3	21.4	0.639	0.202
0	0	1.3	82.1	16.6	19.2	0.676	0.408
0	0	5.7	81.2	13.1	23.0	0.785	0.430
0	0	1.7	78.4	19.9	22.0	0.647	0.231
0	0	2.4	84.3	13.3	20.8	0.591	0.132
0	0	1.0	80.7	18.3	20.7	0.621	0.248
0	0	4.7	77.1	18.2	23.4	0.717	0.402
0	8.0	16.3	60.7	15.0	17.2	0.507	0.207
0	0	0.7	86.1	13.2	19.6	0.599	0.198
0	0	4.3	84.2	11.5	22.0	0.709	0.280
0	0	0.7	82.8	16.5	22.9	0.643	0.297
0	0	2.0	73	25.0	21.7	0.627	0.331
0	0	1.0	87.4	11.6	19.7	0.657	0.310
0	0	0.3	91.8	7.9	21.4	0.639	0.248
0	0	22.3	64.4	13.3	20.6	0.723	0.336
